reference				full								truncated																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
x	eta	u	qx	x	y	h	z	eta	qx	qy	u	x	y	h	z	eta	qx	qy	u																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
-19.98001998	0.5	0	0	-18.75	0	0.500157237	0	0.500157237	-9.21E-04	-1.87E-05	-0.001840977	-18.75	0	0.500841975	0	0.500841975	-0.001772912	3.79E-08	-0.003539862																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
-19.94005994	0.5	0	0	-20	0	0.50009501	0	0.50009501	-0.000789119	-1.87E-05	-0.001577937	-20	0	0.500711024	0	0.500711024	-0.001350869	1.69E-08	-0.002697902																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
-19.9000999	0.5	0	0	-17.5	0	0.50009048	0	0.50009048	-0.000792667	9.02E-05	-0.001585047	-17.5	0	0.500983953	0	0.500983953	-0.002321415	7.54E-08	-0.004633712																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
-19.86013986	0.5	0	0	-17.5	0	0.50009048	0	0.50009048	-0.00079263	9.02E-05	-0.001584974	-17.5	0	0.500983953	0	0.500983953	-0.002321451	4.95E-08	-0.004633784																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
-19.82017982	0.5	0	0	-17.1875	0	0.499993503	0	0.499993503	-0.00059511	1.56E-04	-0.001190235	-17.1875	0	0.501528502	0	0.501528502	-0.003754898	5.40E-08	-0.007486908																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
-19.78021978	0.5	0	0	-16.875	0	0.500126243	0	0.500126243	-0.000840891	-5.78E-04	-0.001681357	-16.875	0	0.501579046	0	0.501579046	-0.004154661	3.37E-08	-0.008283162																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
-19.74025974	0.5	0	0	-16.875	0	0.500126302	0	0.500126302	-0.000840923	-5.78E-04	-0.001681422	-16.5625	0	0.500663519	0	0.500663519	-0.00247961	1.26E-08	-0.004952647																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
-19.7002997	0.5	0	0	-16.7187996	0	0.500097036	0	0.500097036	-0.000749604	-1.28E-03	-0.001498917	-16.25	0	0.500321984	0	0.500321984	-0.002006938	1.26E-08	-0.004011292																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
-19.66033966	0.5	0	0	-16.5625	0	0.498476774	0	0.498476774	0.002807191	-1.28E-03	0.005631539	-16.25	0	0.500321984	0	0.500321984	-0.002006991	-1.40E-08	-0.004011398																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
-19.62037962	0.5	0	0	-16.4062004	0	0.494858772	0	0.494858772	0.010756059	-1.30E-03	0.021735613	-16.0937996	0	0.49477452	0	0.49477452	0.010240748	-4.93E-08	0.020697807																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
